story_id,level,chapter,theme_index,idea,shlokas,age_hint,verse_summaries_en,verse_summaries_te
"sk18_11","seekers","18","11","five causes of action","18.48, 18.49","8-10 years (deeper, can mention Arjuna/Krishna)","18.48: One should not relinquish one's work, O Arjuna, though it may be imperfect; for, all endeavors are enveloped by imperfections as fire is by smoke. | 18.49: He whose understanding is unattached on all sides, whose self is controlled, who is free from desires—he attains the supreme perfection transcending all activity through renunciation.","18.48: One should not relinquish one's work, O Arjuna, though it may be imperfect; for, all endeavors are enveloped by imperfections as fire is by smoke. | 18.49: He whose understanding is unattached on all sides, whose self is controlled, who is free from desires—he attains the supreme perfection transcending all activity through renunciation."
"sk18_12","seekers","18","12","final teaching surrender","18.54, 18.55, 18.56","8-10 years (deeper, can mention Arjuna/Krishna)","18.54: Having realized the state of Brahman, tranquil, he neither grieves nor craves. Regarding all beings alike, he attains supreme devotion to Me. | 18.55: Through devotion, he comes to know Me fully—who and what I am in reality, who I am and how I am. Knowing Me thus in truth, he forthwith enters into Me. | 18.56: Taking refuge in Me and performing all works constantly, one, by My grace, attains the eternal and immutable abode.","18.54: Having realized the state of Brahman, tranquil, he neither grieves nor craves. Regarding all beings alike, he attains supreme devotion to Me. | 18.55: Through devotion, he comes to know Me fully—who and what I am in reality, who I am and how I am. Knowing Me thus in truth, he forthwith enters into Me. | 18.56: Taking refuge in Me and performing all works constantly, one, by My grace, attains the eternal and immutable abode."
"sk18_13","seekers","18","13","types of renunciation","18.57, 18.58","8-10 years (deeper, can mention Arjuna/Krishna)","18.57: Surrender all your actions to Me with your mind, keep Me as your goal, and practice Buddhi-yoga, focusing your thoughts on Me always. | 18.58: Focusing your thoughts on Me, you shall, by My grace, cross over all difficulties. If, however, out of self-conceit, you do not heed Me, you will perish.","18.57: Surrender all your actions to Me with your mind, keep Me as your goal, and practice Buddhi-yoga, focusing your thoughts on Me always. | 18.58: Focusing your thoughts on Me, you shall, by My grace, cross over all difficulties. If, however, out of self-conceit, you do not heed Me, you will perish."
"sk18_14","seekers","18","14","five causes of action","18.61, 18.62, 18.63","8-10 years (deeper, can mention Arjuna/Krishna)","18.61: The Lord, O Arjuna, abides in the heart of every being, spinning them round and round, as if mounted on a wheel, by His power. | 18.62: Seek refuge in Him alone, O Arjuna, with the entirety of your being. By His grace, you shall find supreme peace and an eternal abode. | 18.63: Thus, the knowledge, the mystery of mysteries, has been declared to you by Me. Reflecting on it fully, do as you will.","18.61: The Lord, O Arjuna, abides in the heart of every being, spinning them round and round, as if mounted on a wheel, by His power. | 18.62: Seek refuge in Him alone, O Arjuna, with the entirety of your being. By His grace, you shall find supreme peace and an eternal abode. | 18.63: Thus, the knowledge, the mystery of mysteries, has been declared to you by Me. Reflecting on it fully, do as you will."
"sk18_15","seekers","18","15","final teaching surrender","18.64, 18.65","8-10 years (deeper, can mention Arjuna/Krishna)","18.64: Hear again My supreme word, the most secret of all; as I am exceedingly fond of you, I am telling you what is good for you. | 18.65: Focus your mind on Me. Be My devotee. Worship Me. Prostrate before Me. You will come to Me alone. I promise you truly; for you are dear to Me.","18.64: Hear again My supreme word, the most secret of all; as I am exceedingly fond of you, I am telling you what is good for you. | 18.65: Focus your mind on Me. Be My devotee. Worship Me. Prostrate before Me. You will come to Me alone. I promise you truly; for you are dear to Me."
"sk18_16","seekers","18","16","types of renunciation","18.66, 18.67","8-10 years (deeper, can mention Arjuna/Krishna)","18.66: Relinquishing all Dharmas completely, seek Me alone for refuge. I will release you from all sins; grieve not. | 18.67: Never should this be told by you to one who is not austere, who is not a devotee, nor to one who has no desire to listen, nor certainly to him who speaks ill of Me.","18.66: Relinquishing all Dharmas completely, seek Me alone for refuge. I will release you from all sins; grieve not. | 18.67: Never should this be told by you to one who is not austere, who is not a devotee, nor to one who has no desire to listen, nor certainly to him who speaks ill of Me."
"sk18_17","seekers","18","17","five causes of action","18.70, 18.71","8-10 years (deeper, can mention Arjuna/Krishna)","18.70: And he who will study our dialogue, which is consistent with Dharma, by him I shall be worshipped through the sacrifice of knowledge; that is My view. | 18.71: And the man who listens to it with faith and without cavil, he too shall be released and shall reach the auspicious realms of those who have performed virtuous deeds.","18.70: And he who will study our dialogue, which is consistent with Dharma, by him I shall be worshipped through the sacrifice of knowledge; that is My view. | 18.71: And the man who listens to it with faith and without cavil, he too shall be released and shall reach the auspicious realms of those who have performed virtuous deeds."
"sk18_18","seekers","18","18","final teaching surrender","18.73, 18.74","8-10 years (deeper, can mention Arjuna/Krishna)","18.73: Arjuna said, ""My delusion has been destroyed, and, by Your grace, O Krsna, I have gained knowledge (Smrti). Freed from doubts, I stand steadfast, and I will fulfill Your will."" | 18.74: Sanjaya said, Thus I have heard this wondrous dialogue between Vasudeva and the great-minded Arjuna, which makes my hair stand on end.","18.73: Arjuna said, ""My delusion has been destroyed, and, by Your grace, O Krsna, I have gained knowledge (Smrti). Freed from doubts, I stand steadfast, and I will fulfill Your will."" | 18.74: Sanjaya said, Thus I have heard this wondrous dialogue between Vasudeva and the great-minded Arjuna, which makes my hair stand on end."
"sk18_19","seekers","18","19","types of renunciation","18.75, 18.76","8-10 years (deeper, can mention Arjuna/Krishna)","18.75: By the grace of Vyasa, I have heard this supreme mystery of Yoga, declared in person by Krsna, the Lord of Yoga. | 18.76: O King, remembering again and again this wondrous and auspicious dialogue between Sri Krishna and Arjuna, I rejoice time and again.","18.75: By the grace of Vyasa, I have heard this supreme mystery of Yoga, declared in person by Krsna, the Lord of Yoga. | 18.76: O King, remembering again and again this wondrous and auspicious dialogue between Sri Krishna and Arjuna, I rejoice time and again."
"sk18_20","seekers","18","20","five causes of action","18.77, 18.78","8-10 years (deeper, can mention Arjuna/Krishna)","18.77: And, remembering over and over again that most marvelous form of Hari, great is my amazement, O King, and I rejoice again and again. | 18.78: Wherever there is Sri Krsna, the Lord of Yoga, and Arjuna the archer, there is always fortune, victory, wealth, and sound morality. This is my firm conviction.","18.77: And, remembering over and over again that most marvelous form of Hari, great is my amazement, O King, and I rejoice again and again. | 18.78: Wherever there is Sri Krsna, the Lord of Yoga, and Arjuna the archer, there is always fortune, victory, wealth, and sound morality. This is my firm conviction."
"sk18_21","seekers","18","21","final teaching surrender","18.1, 18.3","8-10 years (deeper, can mention Arjuna/Krishna)","18.1: Arjuna said, ""I desire to know the truth about renunciation and abnegation separately, O Krishna."" | 18.3: Some sages say that all actions should be abandoned as evil; others declare that works such as sacrifices, gifts, and austerities should not be abandoned.","18.1: Arjuna said, ""I desire to know the truth about renunciation and abnegation separately, O Krishna."" | 18.3: Some sages say that all actions should be abandoned as evil; others declare that works such as sacrifices, gifts, and austerities should not be abandoned."
